idx,dayimg,name,category,addr,phone,main,quantity,genre,qualperprice,dayornight,rmood,pmood,who,whenn,purpose
152,팔도실비집.jpeg,팔도실비집,술집,"부산광역시 금정구 장전온천천로79번길 24",051-583-3884,"불오징어주물럭, 서울찜닭, 국물닭발",중간,한식,가성비,밤에,"한국감성,레트로감성,즐거운,오래된,시끌벅적한,정감있는,옛날의","머리가복잡해,답답해,화가나,우울해,기분전환,에너지넘쳐,즐거워,행복해,신나,새로워",친구와함께,"비오는날,추운날",술마시기좋은
153,와사비.jpeg,와사비,"식당,술집","부산광역시 금정구 중앙대로 1714",051-515-7972,"꼬막초무침정식, 꼬막해물짬뽕탕정식",중간,한식,퀄리티좋은,낮에,"깔끔한,건강한,즐거운,정겨운,집밥감성,정갈한,한국감성","평온해,무료해,지쳐,귀찮아,만족스러워,즐거워,행복해",가족과함께,날씨좋은날,식사
154,달토끼의떡볶이흡입구역.jpeg,달토끼의떡볶이흡입구역,식당,"부산광역시 금정구 금강로 286-1",051-582-1199,"국물떡볶이, 투움바떡볶이",중간,간식,무난한,"낮에,밤에","러블리한,귀여운,예쁜,아기자기한한","행복해,신나,즐거워,설레,새로워,평온해,우울해,기분전환","친구와함께,애인과함께",날씨좋은날,식사
155,통큰집.jpeg,통큰집,"식당,술집","부산광역시 금정구 금정로60번길 7-3",051-512-2331,"매운돼지갈비찜, 소갈비찜",중간,한식,퀄리티좋은,밤에,"숨은,추억,오래된,친절한,한국감성,시끌벅적한,로컬의,옛날의","머리가복잡해,화가나,우울해,행복해,신나,즐거워,평온해,답답해","가족과함께,친구와함께",비오는날,술마시기좋은
156,설봉돼지국밥.jpeg,설봉돼지국밥,식당,"부산광역시 금정구 수림로49번길 6",051-582-9288,"보쌈수육, 돼지국밥, 순대국밥",중간,한식,가성비,"낮에,밤에","따뜻한,오래된,옛날의,전통있는,한국감성","평온해,무료해,귀찮아,우울해,머리가복잡해,외로워","친구와함께,혼자서","추운날,비오는날",식사
157,스시99.9.jpeg,스시99.9,식당,"부산광역시 금정구 식물원로 25 에스제이타워 102호",051-517-9909,"회전 초밥 ",중간,일식,"서비스좋은,가성비","낮에,밤에","정갈한,새로운,예쁜,색다른,일본감성","평온해,무료해,새로워,설레,행복해,신나,즐거워,만족스러워,기분전환,귀찮아","친구와함께,애인과함께","날씨좋은날,추운날",식사
158,홍대개미.jpeg,홍대개미,식당,"부산광역시 금정구 금정로60번길 37",051-523-0920,"큐브스테이크 덮밥, 간장새우 덮밥, 연어 덮밥",중간,일식,무난한,"낮에,밤에","소담한,편한,예쁜,가벼운,깔끔한","설레,행복해,즐거워,만족스러워,기분전환,새로워,평온해,무료해","친구와함께,애인과함께","날씨좋은날,추운날","식사,데이트하기좋은"
159,겐로쿠우동.jpeg,겐로쿠우동,식당,"부산광역시 금정구 부산대학로 45-1",051-515-1126,"지도라우동, 키즈네우동, 니꾸우동, 지도리소바",중간,일식,가성비,"낮에,밤에","분위기좋은,깔끔한,잔잔한,아기자기한한,예쁜,사랑스러운,베이지톤","지쳐,귀찮아,평온해,무료해,행복해,감성터질때,센치해,답답해,우울해","친구와함께,애인과함께","추운날,비오는날",식사
160,청두마라탕포차.jpeg,청두마라탕포차,술집,"부산광역시 금정구 부산대학로63번길 29",051-583-3350,"마라탕, 마라향궈",중간,중식,무난한,"낮에,밤에","중국감성,깨끗한,분위기좋은,진짜의","행복해,신나,에너지넘쳐,즐거워,만족스러워,머리가복잡해,답답해,화가나,우울해,기분전환","친구와함께,가족과함께","추운날,비오는날","식사,술마시기좋은"
161,836숯불바베큐치킨부산대점.jpeg,836숯불바베큐치킨부산대점,"식당,술집","부산광역시 금정구 금정로91번길 22",051-514-0836,"치킨 소금구이, 치킨 양념 구이",중간,한식,가성비,밤에,"정감있는,옛날의,오래된,치맥감성,로컬의,어두운","평온해,지쳐,귀찮아,기분전환,행복해,신나,우울해,즐거워,머리가복잡해",친구와함께,"비오는날,추운날",술마시기좋은
162,스타벅스부산대역점.jpeg,스타벅스부산대역점,카페,"부산광역시 금정구 장전로12번길 64",1522-3232,"아메리카노, 카페라떼",중간,간식,퀄리티좋은,낮에,"복잡한,친절한,시끌벅적한,깔끔한","평온해,무료해,지쳐,귀찮아,머리가복잡해,즐거워,행복해","친구와함께,애인과함께","날씨좋은날,추운날,비오는날","공부하기좋은,수다떨기좋은"
163,더스시.jpeg,더스시,식당,"부산광역시 금정구 금강로 247-6 2층",051-583-0043,"모듬초밥, 해물야끼우동, 치킨샐러드",많음,일식,"가성비,퀄리티좋은","낮에,밤에","예쁜,재미있는,좋은,깔끔한,일본감성","평온해,무료해,행복해,즐거워,신나,설레,새로워","가족과함께,애인과함께",날씨좋은날,"데이트하기좋은,식사"
164,돈까스겸.jpeg,돈까스겸,식당,"부산광역시 금정구 부산대학로63번길 21",051-513-5633,"특까스정식, 돈까스정식, 스페셜까스",중간,일식,퀄리티좋은,"낮에,밤에","깔끔한,트렌디한,정감있는,정겨운","평온해,무료해,행복해,신나,즐거워,지쳐,귀찮아,만족스러워",친구와함께,날씨좋은날,식사
165,고피자.jpeg,고피자,식당,"부산광역시 금정구 장전동 747",070-7750-7784,"아메리칸 치즈피자",중간,양식,가성비,밤에,"세련된,깔끔한,패스트푸드","귀찮아,지쳐,무료해,설레,신나,즐거워",친구와함께,"날씨좋은날,추운날","식사,포장하기좋은"
166,폼프리츠.jpeg,폼프리츠,술집,"부산광역시 금정구 부산대학로 34-1",051-518-4427,"클라우드 생맥주, 감자튀김",중간,양식,가성비,밤에,"분위기좋은,벨기에감성,아기자기한한,유럽감성,오래된","설레,새로워,행복해,감성터질때,센치해,만족스러워,즐거워,행복해,신나,기분전환","친구와함께,애인과함께","추운날,날씨좋은날,비오는날","데이트하기좋은,술마시기좋은"
167,부대꼬마김밥.jpeg,부대꼬마김밥,식당,"부산광역시 금정구 장전온천천로 57",051-583-9330,"꼬마김밥, 떡볶이, 순대, 어묵",많음,간식,가성비,"낮에,밤에","정감있는,로컬의,한국감성,옛날의","평온해,무료해,지쳐,귀찮아,즐거워,행복해",친구와함께,"추운날,비오는날",식사
168,은화수식당.jpeg,은화수식당,식당,"부산광역시 금정구 금강로 280",051-517-2690,"하와이돈까스, 고구마매콤이돈까스, 경양식돈까스",중간,양식,퀄리티좋은,낮에,"빈티지한,감각적인,나들이,분위기좋은,동남아감성","평온해,무료해,행복해,즐거워,신나,설레","친구와함께,애인과함께",날씨좋은날,"데이트하기좋은,식사"
169,일월육일.jpeg,일월육일,술집,"부산광역시 금정구 금강로 247-8 1층",051-513-9901,"오늘의생선구이, 해산물한판",중간,일식,퀄리티좋은,"낮에,밤에","시끌벅적한,분위기좋은,정갈한,색다른,예쁜,즐거운,일본감성","머리가복잡해,답답해,우울해,기분전환,지쳐,센치해,감성터질때,설레","애인과함께,친구와함께","날씨좋은날,추운날,비오는날","데이트하기좋은,술마시기좋은"
170,어벤더치.jpeg,어벤더치,카페,"부산광역시 금정구 장전온천천로 45",1599-9673,"더치헤이즐럿커피, 아메리카노",중간,간식,가성비,"낮에,밤에","쾌적한,편한,예쁜,재미있는,달달한","머리가복잡해,화가나,지쳐,귀찮아,평온해,무료해,외로워","혼자서,친구와함께",날씨좋은날,공부하기좋은
171,토모.jpeg,토모,술집,"부산광역시 금정구 장전온천천로 79",051-513-5164,"다랑어, 사시미",중간,일식,퀄리티좋은,밤에,"깔끔한,아늑한,슬픈,예쁜,즐거운,어두운,고급스러운","머리가복잡해,답답해,화가나,우울해,기분전환,지쳐,센치해,신나",애인과함께,"추운날,비오는날","술마시기좋은,데이트하기좋은"
172,거북이동네.jpeg,거북이동네,"식당,술집","부산광역시 금정구 장전로 22",051-995-0077,"숙성 삼겹살, 숙성 오겹살",중간,한식,가성비,"낮에,밤에","깔끔한,분위기좋은,새로운,남다른,쾌적한","머리가복잡해,답답해,화가나,우울해,지쳐,신나,즐거워","가족과함께,친구가함께","추운날,비오는날",술마시기좋은
173,다옴베이커리.jpeg,다옴BAKERY,카페,"부산광역시 금정구 장전로 16",051-515-8711,"저온숙성식빵, 치아바타",중간,간식,무난한,낮에,"따뜻한,우드톤,정겨운","행복해,즐거워,기분전환,무료해,평온해","애인과함께,가족과함께",날씨좋은날,포장하기좋은
174,맥도날드.jpeg,맥도날드,식당,"부산광역시 금정구 금정로60번길 24",070-7017-0406,"불고기버거, 상하이버거, 1955버거",중간,양식,가성비,"낮에,밤에","깔끔한,유명한,패스트푸드","귀찮아,답답해,평온해,무료해,외로워","친구와함께,혼자서","날씨좋은날,추운날,비오는날",식사
175,천하제일막창.jpeg,천하제일막창,"식당,술집","부산광역시 금정구 금정로60번길 48-2",010-9148-8427,"한우대창, 한우막창, 곱창전골",중간,한식,퀄리티좋은,밤에,"숨은,깔끔한,신선한,시끌벅적한,로컬의","머리가복잡해,답답해,화가나,우울해,기분전환,신나,에너지넘쳐,즐거워,행복해,절망스러워,만족스러워","친구와함께,애인과함께","추운날,비오는날",술마시기좋은
176,일송면옥.jpeg,일송면옥,식당,"부산광역시 금정구 부곡로141번길 6",051-514-3381,"밀면, 삼겹갈비",중간,한식,퀄리티좋은,밤에,"시원한,친절한,전통있는,깔끔한,개방적인,한국감성","평온해,무료해,귀찮아,즐거워,기분전환,머리가복잡해",가족과함께,"날씨좋은날,추운날","해장,식사"
177,메종드푸.jpeg,메종드푸,카페,"부산광역시 금정구 부산대학로 53-1",051-582-5213,마카롱,중간,간식,무난한,낮에,"친절한,깔끔한,러블리한,밝은,화이트톤","설레,새로워,행복해,즐거워,만족스러워,신나,우울해,기분전환","친구와함께,애인과함께",날씨좋은날,"포장하기좋은,디저트"
178,프리블릭.jpeg,프리블릭,카페,"부산광역시 금정구 금강로279번길 20 1층 2층",010-8420-1772,아메리카노,중간,간식,퀄리티좋은,낮에,"조용한,어두운,예쁜,즐거운,편한,달달한","귀찮아,지쳐,감성터질때,즐거워,행복해,신나,평온해,무료해,답답해,머리가복잡해,외로워","친구와함께,혼자서","날씨좋은날,비오는날,추운날","공부하기좋은,디저트"
179,술화당.jpeg,술화당,술집,"부산광역시 금정구 금정로 93",051-581-3266,"막걸리, 육전",많음,한식,퀄리티좋은,밤에,"분위기좋은,친절한,독특한,세련된,깔끔한,한국감성,감각적인,고급스러운","머리가복잡해,우울해,기분전환,즐거워,행복해,설레,새로워,감성터질때,센치해","친구와함께,애인과함께","비오는날,추운날","술마시기좋은,데이트하기좋은"
180,짬뽕상회.jpeg,짬뽕상회,식당,"부산광역시 금정구 부산대학로38번길 9",051-513-3287,"삼선짬뽕, 쟁반짜장, 찹살탕수육",많음,중식,"가성비,푸짐한","낮에,밤에","매운,독특한,중국감성,깔끔한,시끌벅적한,편한","머리가복잡해,답답해,화가나,우울해,기분전환","친구와함께,가족과함께,단체","비오는날,추운날","해장,식사,술마시기좋은"
181,스타벅스부산대점.jpeg,스타벅스부산대점,카페,"부산광역시 금정구 금정로68번길 2",1522-3232,"아메리카노, 돌체라떼, 자바 칩 프라푸치노",중간,간식,퀄리티좋은,"낮에,밤에","친절한,쾌적한,시끌벅적한,깔끔한,고급스러운","평온해,무료해,지쳐,귀찮아,머리가복잡해,즐거워,행복해","친구와함께,애인과함께","날씨좋은날,비오는날,추운날","공부하기좋은,수다떨기좋은"
182,웰컴포.jpeg,웰컴포,식당,"부산광역시 금정구 금정로 59-1",051-512-5773,"소고기 쌀국수, 분짜, 볶음밥",많음,기타,퀄리티좋은,"낮에,밤에","육수가진한,동남아감성,오래된","평온해,무료해,지쳐,귀찮아,우울해,행복해,외로워","친구와함께,혼자서","비오는날,추운날","해장,식사"
183,nujabes414.jpeg,Nujabes414,카페,"부산광역시 금정구 장전로12번길 65",010-5882-9165,"수제밀크티, 커피, 스콘",중간,간식,퀄리티좋은,"낮에,밤에","어두운,힙한,독특한,특색있는,트렌디한,감각적인,인스타감성,음악이있는","설레,새로워,즐거워,센치해,감성터질때,만족스러워,기분전환,행복해","애인과함께,친구와함께","추운날,날씨좋은날,비오는날","데이트하기좋은,디저트"
184,미식가.jpeg,미식가,"식당,술집","부산광역시 금정구 장전로 49",010-4533-9752,"제주생오겹살,돼지갈비, 껍데기",중간,한식,퀄리티좋은,밤에,"친절한,예쁜,편한,친근한,분위기좋은","지쳐,머리가복잡해,답답해,화가나,우울해,기분전환,신나,즐거워,만족스러워",가족과함께,"추운날,비오는날","식사,술마시기좋은"
185,소고기세끼.jpeg,소고기세끼,술집,"부산광역시 금정구 부산대학로50번길 3-8",010-4854-1541,"육회, 소고기 타다키, 곱창전골",많음,한식,퀄리티좋은,밤에,"분위기좋은,고급스러운,일본감성,세련된,인테리어예쁜,시끌벅적한","머리가복잡해,답답해,화가나,우울해,기분전환,에너지넘쳐,신나,즐거워,만족스러워,지쳐","애인과함께,친구와함께","추운날,비오는날","술마시기좋은,데이트하기좋은"
186,니뽕내뽕.jpeg,니뽕내뽕,식당,"부산광역시 금정구 금강로 248-8",051-515-2848,"퓨전짬뽕, 얇은피자",많음,중식,푸짐한,"낮에,밤에","깔끔한,독특한,색다른,깔끔한","평온해,무료해,귀찮아,머리가복잡해,즐거워","애인과함께,친구와함께","추운날,비오는날","해장,식사"
187,어스샐러드.jpeg,어스샐러드,식당,"부산광역시 금정구 부산대학로63번길 13",010-2335-2730,"목살샐러드, 연어샐러드, 요거트",중간,기타,무난한,"낮에,밤에","건강한,아기자기한한,새로운,분위기좋은,인테리어예쁜,모던한","평온해,만족스러워,즐거워,행복해,감성터질때,외로워","혼자서,친구와함께","날씨좋은날,비오는날","가벼운식사,채식"
188,봉추찜닭.jpeg,봉추찜닭,식당,"부산광역시 금정구 장전온천천로 65",051-515-6981,찜닭,많음,한식,무난한,"낮에,밤에","친절한,깨끗한,깔끔한,옛날의,정감있는,따뜻한","머리가복잡해,답답해,화가나,우울해,만족스러워,즐거워,평온해",가족과함께,"날씨좋은날,추운날,비오는날",식사
189,장전상회.jpeg,장전상회,술집,"부산광역시 금정구 부산대학로64번길 142 1층 장전상회",010-5615-5711,"하이볼, 그라탕, 스테이크",중간,양식,퀄리티좋은,밤에,"분위기좋은,멋있는,트렌디한,독특한,시끌벅적한","감성터질때,센치해,설레,새로워,행복해,신나,에너지넘쳐,기분전환,머리가복잡해,답답해,우울해","친구와함께,애인과함께","추운날,비오는날,날씨좋은날",술마시기좋은
190,한솥도시락.jpeg,한솥도시락,식당,"부산광역시 금정구 부산대학로64번길 10",051-513-0685,"컵밥, 도시락",중간,한식,가성비,낮에,"간단한,가벼운,깔끔한","평온해,무료해,귀찮아,외로워","혼자서,친구와함께","날씨좋은날,비오는날,추운날",가벼운식사
191,함박해.jpeg,함박해,식당,"부산광역시 금정구 장전온천천로73번길 23 화목타운 1층 함박해",051-582-2028,"크림함박, 매콤함박, 데미함박",중간,한식,가성비,낮에,"분위기좋은,깔끔한,잔잔한,아기자기한한,예쁜,사랑스러운,베이지톤의","평온해,무료해,행복해,즐거워,설레,기분전환","애인과함께,친구와함께",날씨좋은날,"식사,데이트하기좋은"
192,홍주방.jpeg,홍주방,식당,"부산광역시 금정구 부산대학로49번길 38",051-515-3555,"마라탕, 마라샹궈, 꿔바로우",중간,중식,퀄리티좋은,"낮에,밤에","청결한,친절한,중국감성,전통있는,시끌벅적한,활기찬","평온해,무료해,귀찮아,우울해,머리가복잡해,답답해,기분전환",친구와함께,"추운날,비오는날",식사
193,라메이사천훠궈.jpeg,라메이사천훠궈,식당,"부산광역시 금정구 부산대학로38번길 15",051-581-5650,"양고기 마라탕, 훠궈",많음,중식,서비스좋은,밤에,"중국감성,친절한,활기찬","평온해,무료해,귀찮아,답답해,화가나,우울해,머리가복잡해,지쳐,기분전환",친구와함께,"추운날,비오는날","술마시기좋은,식사"
194,꼬모도화덕피자.jpeg,꼬모도화덕피자,식당,"부산광역시 금정구 금강로 254-1",051-581-9995,"꼬모도 피자, 크림소스파스타",중간,양식,가성비,"낮에,밤에","분위기좋은,추억,아늑한,오래된,깔끔한,고급스러운","설레,행복해,즐거워,행복해,만족스러워,신나","친구와함께,애인과함께","날씨좋은날,추운날,비오는날","데이트하기좋은,식사"
195,크라상점.jpeg,크라상점,카페,"부산광역시 금정구 금정로60번길 28 1층",070-8823-7000,"리얼버터 오리지널 크로와상",중간,간식,"가성비,퀄리티좋은",낮에,"예쁜,아늑한,편한","평온해,설레,행복해,즐거워,신나,만족스러워,무료해,외로워","혼자서,친구와함께",날씨좋은날,"포장하기좋은,가벼운식사,디저트"
196,카페라보엠.jpeg,카페라보엠,카페,"부산광역시 금정구 중앙대로1685번길 31",010-2955-7742,"커피, 홈메이드 과일요거트",중간,간식,퀄리티좋은,"낮에,밤에","분위기좋은,클래식한,조용한,엔틱한,아늑한,따뜻한","평온해,설레,행복해,새로워,즐거워,감성터질때,센치해","친구와함께,애인과함께","날씨좋은날,비오는날,추운날","공부하기좋은,데이트하기좋은"
197,야마벤또.jpeg,야마벤또,식당,"부산광역시 금정구 금강로 256",051-512-9284,"차슈벤또, 닭가라아게 벤또",중간,일식,퀄리티좋은,"낮에,밤에","일본감성,친절한,정갈한,깔끔한,분위기좋은,아늑한,따뜻한","행복해,평온해,무료해,즐거워,설레,새로워,신나,기분전환","친구와함께,애인과함께","날씨좋은날,비오는날,추운날","데이트하기좋은,식사"
198,오직그대만.jpeg,오직그대만,카페,"부산광역시 금정구 금강로 275",010-2351-1339,"딥블랙라떼, 우유튀김, 대만식 크로플",중간,간식,퀄리티좋은,낮에,"깔끔한,대만감성,세련된,분위기좋은","평온해,설레,행복해,즐거워,신나,귀찮아,무료해,외로워","애인과함께,친구와함께,혼자서",날씨좋은날,"데이트하기좋은,포장하기좋은,디저트,가벼운식사"
199,일층집.jpeg,일층집,술집,"부산광역시 금정구 장전온천천로 97",010-9746-4578,"빅웨이브 생맥주, 감바스, 튀김",중간,양식,무난한,밤에,"어두운,세련된,분위기좋은,아늑한,친절한,인테리어예쁜,인스타감성","머리가복잡해,답답해,기분전환,센치해,감성터질때,설레,행복해,즐거워,지쳐,외로워","친구와함께,애인과함께,혼자서","비오는날,추운날,날씨좋은날","술마시기좋은,데이트하기좋은"
200,대독장.jpeg,대독장,식당,"부산광역시 금정구 부산대학로63번길 39",051-516-9655,김치찌개,중간,한식,가성비,낮에,"추억,정감있는,한국감성,정겨운","평온해,무료해,머리가복잡해,그리워","친구와함께,가족과함께","비오는날,추운날,날씨좋은날",식사
201,술바다.jpeg,술바다,술집,"부산광역시 금정구 부산대학로49번길 17",051-513-5111,"돈육숙주볶음, 닭볶음탕, 매운국물 닭발",중간,한식,가성비,밤에,"어두운,시끌벅적한,분위기좋은,포차감성","머리가복잡해,답답해,우울해,절망스러워,지쳐,신나,에너지넘쳐,즐거워,행복해","친구와함께,단체","비오는날,추운날,날씨좋은날",술마시기좋은
202,신짜글이닭발.jpeg,신짜글이닭발,술집,"부산광역시 금정구 장전로12번길 27",051-984-9292,"짜글이 닭발",많음,한식,무난한,밤에,"깔끔한,친절한,시끌벅적한,포차감성,활기찬","머리가복잡해,답답해,화가나,우울해,센치해,절망스러워,지쳐,신나,에너지넘쳐,즐거워","친구와함께,애인과함께","비오는날,추운날",술마시기좋은
203,장인해장국.jpeg,장인해장국,식당,"부산광역시 금정구 부산대학로64번길 12-4 1층 장인해장국",051-582-8252,"장인뼈해장국, 영양갈비탕, 황태해장국",많음,한식,가성비,"낮에,밤에","친절한,시끌벅적한,정감있는,한국감성","답답해,우울해,지쳐,평온해,무료해,그리워,귀찮아","친구와함께,가족과함께","추운날,비오는날","해장,식사"
204,엉클밥.jpeg,엉클밥,카페,"부산광역시 금정구 금정로52번길 3-10",010-4483-0015,"커피, 브런치, 불고기 피자",중간,양식,퀄리티좋은,"낮에,밤에","분위기좋은,아담한,아늑한,조명이좋은,예쁜,인테리어예쁜,어두운,인스타감성,음악이있는","설레,새로워,행복해,감성터질때,센치해,기분전환,만족스러워,즐거워","애인과함께,친구와함께","날씨좋은날,추운날","데이트하기좋은,식사,술마시기좋은,소개팅"
205,유가네닭갈비.jpeg,유가네닭갈비,식당,"부산광역시 금정구 금정로 59-5",051-514-7573,"닭갈비, 철판볶음밥",중간,한식,가성비,"낮에,밤에","추억,옛날의,한국감성,오래된,로컬의","기분전환,평온해,지쳐,에너지넘쳐,즐거워,신나,무료해,절망스러워",친구와함께,비오는날,식사
206,THE돈까스.jpeg,The돈까스,식당,"부산광역시 금정구 장전로20번길 10",051-552-2727,"돈까스, 해물우동",많음,일식,무난한,낮에,"정감있는,밝은,친절한,예쁜,즐거운,알찬,따뜻한,은은한,주택개조","평온해,무료해,즐거워,행복해",친구와함께,날씨좋은날,식사
207,해물천국.jpeg,해물천국,"식당,술집","부산광역시 금정구 금정로 153",051-515-3317,"해물탕, 연포탕",많음,한식,가성비,밤에,"신선한,정감있는,한국감성,로컬의,옛날의","머리가복잡해,답답해,우울해,절망스러워,지쳐,신나,에너지넘쳐,즐거워,행복해","친구와함께,가족과함께","추운날,비오는날","술마시기좋은,식사"
208,로제이브커피스페셜티.jpeg,로제이브커피스페셜티,카페,"부산광역시 금정구 금강로279번길 22",070-4184-1257,"아메리카노, 아인슈페너, 크로플",중간,간식,가성비,"낮에,밤에","분위기좋은,편한,고급스러운,깔끔한","평온해,무료해,지쳐,귀찮아,머리가복잡해,즐거워,행복해,외로워","친구와함께,애인과함께,혼자서","날씨좋은날,비오는날","수다떨기좋은,데이트하기좋은,공부하기좋은"
209,투썸플레이스.jpeg,투썸플레이스,카페,"부산광역시 금정구 금강로 260-2",051-514-6366,"아메리카노, 케이크",중간,간식,퀄리티좋은,"낮에,밤에","시끌벅적한,깔끔한,친절한,편한","평온해,무료해,지쳐,귀찮아,머리가복잡해,즐거워,행복해,외로워","친구와함께,애인과함께,혼자서","날씨좋은날,추운날,비오는날","수다떨기좋은,과제하기좋은,공부하기좋은,디저트"
210,무한리필뙈지야.jpeg,무한리필뙈지야,"식당,술집","부산광역시 금정구 장전온천천로 73",051-515-7457,"무한리필 삼겹살, 볶음밥",많음,한식,가성비,"낮에,밤에","시끌벅적한,쾌적한,활기찬","머리가복잡해,답답해,화가나,우울해,기분전환,즐거워,만족스러워,에너지넘쳐,신나,지쳐","친구와함께,가족과함께","날씨좋은날,추운날,비오는날",술마시기좋은
211,금정아구찜.jpeg,금정아구찜,식당,"부산광역시 금정구 금정로161번길 10",051-517-5583,"아구찜, 대구뽈찜, 대구탕",많음,한식,무난한,"낮에,밤에","깔끔한,한국감성,정감있는,친절한","평온해,무료해,지쳐,기분전환,머리가복잡해,답답해,만족스러워,설레,행복해","가족과함께,친구와함께","추운날,비오는날","술마시기좋은,식사"
213,싸움의고수.jpeg,싸움의고수,식당,"부산광역시 금정구 금강로 248-9",051-583-9577,"1인 보쌈, 1인 삼겹",중간,한식,무난한,"낮에,밤에","아담한,정갈한,소소한","평온해,무료해,귀찮아,머리가복잡해,답답해,센치해,행복해,외로워","혼자서,친구와함께,애인과함께","날씨좋은날,추운날,비오는날",식사
214,밥에큐본점.jpeg,밥에큐본점,식당,"부산광역시 금정구 금강로 264",051-582-1566,"바베큐 치킨밥, 바베큐 차슈밥",많음,한식,무난한,"낮에,밤에","활기찬,비쥬얼좋은,정갈한","즐거워,새로워,귀찮아,평온해,무료해",친구와함께,"날씨좋은날,추운날,비오는날",식사
215,황소야.jpeg,황소야,"식당,술집","부산광역시 금정구 부산대학로49번길 32",051-515-2152,"생 소갈비살",중간,한식,가성비,밤에,"친절한,시끌벅적한,숯불감성","즐거워,신나,우울해,기분전환,평온해,만족스러워","친구와함께,가족과함께,애인과함께","추운날,비오는날","식사,술마시기좋은"
216,몽에그.jpeg,몽에그,카페,"부산광역시 금정구 금정로60번길 46",051-513-2822,"에그타르트, 아메리카노, 라떼",중간,간식,무난한,낮에,"달달한,부드러운,깨끗한,귀여운,분위기좋은,인테리어예쁜,친절한,청결한,깔끔한","기분전환,행복해,즐거워,설레,우울해","애인과함께,친구와함께",날씨좋은날,포장하기좋은
217,메종드아올스.jpeg,메종드아올스,카페,"부산광역시 금정구 부산대학로50번길 43-1",070-8760-0522,"마카롱, 차, 커피",중간,간식,무난한,"낮에,밤에","분위기좋은,조용한,깨끗한,아늑한,친절한,감각적인","설레,새로워,행복해,즐거워,감성터질때,센치해,기분전환,답답해","애인과함께,친구와함께","날씨좋은날,추운날,비오는날","디저트,데이트하기좋은,술마시기좋은"
218,샤브향.jpeg,샤브향,식당,"부산광역시 금정구 장전온천천로 51",051-515-3006,"월남쌈 소고기 샤브",많음,한식,무난한,"낮에,밤에","친절한,깔끔한,깨끗한,건강한","지쳐,평온해,무료해,기분전환,우울해","가족과함께,친구와함께,애인과함께","추운날,비오는날","식사,해장"
219,안다미로.jpeg,안다미로,술집,"부산광역시 금정구 금강로279번길 8",051-581-1230,"함박과 치킨 스테이크, 닭강정",중간,일식,가성비,"낮에,밤에","정감있는,오래된,옛날의,추억,그리운","머리가복잡해,답답해,기분전환,지쳐,귀찮아,평온해,무료해,에너지넘쳐,그리워","친구와함께,단체","날씨좋은날,추운날,비오는날","술마시기좋은,식사"
220,체크온.jpeg,체크온,카페,"부산광역시 금정구 부곡온천천로 26-15",051-515-1910,"더블크림라떼, 사과 크로플",중간,간식,무난한,"낮에,밤에","힐링,아늑한,분위기좋은,깨끗한,따뜻한,편한,친절한,밝은","행복해,즐거워,기분전환,평온해,무료해,설레,새로워","친구와함께,애인과함께","날씨좋은날,추운날,비오는날","데이트하기좋은,수다떨기좋은"
221,전통쑥밀면.jpeg,전통쑥밀면,식당,"부산광역시 금정구 부산대학로 38",051-515-9337,"족발, 쑥밀면, 감자만두",중간,한식,가성비,"낮에,밤에","시원한,정감있는,오래된,로컬의,한국감성","평온해,무료해,지쳐,귀찮아,외로워","친구와함께,혼자서","날씨좋은날,추운날,비오는날",식사
222,닌자라면.jpeg,닌자라면,식당,"부산광역시 금정구 장전로12번길 54",051-516-0949,"간장라면, 닌자돈코츠라면",중간,일식,무난한,"낮에,밤에","일본감성,친절한,우드톤","행복해,지쳐,기분전환,평온해,무료해,센치해,외로워","친구와함께,혼자서","추운날,비오는날","식사,해장"
223,서양식당.jpeg,서양식당,식당,"부산광역시 금정구 금정로 59-1",051-518-0929,"알리오올리오, 목살 스테이크, 필라프",많음,양식,가성비,"낮에,밤에","친절한,모던한,예쁜,아기자기한한,따뜻한","우울해,기분전환,행복해,즐거워,평온해,설레,새로워","가족과함께,친구와함께,애인과함께","날씨좋은날,추운날","식사,데이트하기좋은"
224,고메밀면.jpeg,고메밀면,식당,"부산광역시 금정구 부산대학로 49",051-581-9392,"육전물밀면, 고기만두",중간,한식,가성비,"낮에,밤에","시원한,쾌적한,깔끔한","머리가복잡해,답답해,기분전환,귀찮아,평온해,무료해,외로워","친구와함께,혼자서",날씨좋은날,식사
225,미태리.jpeg,미태리,식당,"부산광역시 금정구 부산대학로63번길 29",051-635-5525,"로제크림파스타, 또띠아 피자, 크림 리조또",중간,양식,가성비,낮에,"깔끔한,모던한,캐쥬얼한,편한,인테리어예쁜","우울해,기분전환,행복해,즐거워,설레","친구와함께,애인과함께",날씨좋은날,"식사,데이트하기좋은"
226,오늘김해뒷고기.jpeg,오늘김해뒷고기,"식당,술집","부산광역시 금정구 부산대학로50번길 39",051-917-5551,"뒷고기, 볶음밥",중간,한식,가성비,밤에,"시끌벅적한,옛날의,활기찬,비쥬얼좋은","머리가복잡해,답답해,기분전환,신나,에너지넘쳐,새로워","친구와함께,단체,애인과함께","비오는날,추운날","식사,술마시기좋은"
